,Datetime,Text,Username,Geolocation
0,2020-06-13 23:54:58+00:00,Bristol mayor: Colston statue removal was act of 'historical poetry' ,LironShekel,
1,2020-06-13 23:54:16+00:00,Bristol City Council: Replace the Colston Statue with a Black Individual - Sign the Petition! http://chng.it/cPFtLKLp via @Change,theturtlebread,
2,2020-06-13 23:53:16+00:00,"They tried that with Colston statue, council could never agree on the wording.",PBorWall,
3,2020-06-13 23:47:47+00:00,"If you wouldn’t want a Jimmy Saville statue up, then you’ve answered your own question about the Edward Colston one because it’s the same damn thing. It’s negative history, disrespectful to their victims and outright shameful.",KerrieCosh,
4,2020-06-13 23:43:56+00:00,"These same far right people screaming disrespect about the BLM protests knocking the Colston statue down were screaming their heads off about taking Jimmy Saville’s down. Both donated to causes, were considered national treasures, but both also had thousands of victims",KerrieCosh,
5,2020-06-13 23:42:55+00:00,We can make some sense. Not only has colston’s statue in Bristol been removed but his name from colston tower and colston hall. There is no reason why this shouldn’t extend to Bristol’s street names. Please RT our petition to change them at http://chng.it/gVfvbWfh,anarchofin,
6,2020-06-13 23:41:28+00:00,decided to look up how the edward colston statue communicated the history of the man it didn't this is the only labelling it had ,DoublexxCross,
7,2020-06-13 23:41:26+00:00,Bristol mayor: Colston statue removal was act of 'historical poetry' https://www.theguardian.com/uk-news/2020/jun/13/bristol-mayor-colston-statue-removal-was-act-of-historical-poetry?CMP=share_btn_tw,insidestories,
8,2020-06-13 23:39:08+00:00,"Today fascists turned up on colston Avenue arguing to restore the statue of prolific slave trader Edward colston. RT our petition to decolonise Bristol’s street names, which is the last thing they want at http://chng.it/gVfvbWfh",anarchofin,
9,2020-06-13 23:38:18+00:00,"A fascinating read about power and influence within Bristol, answering the question all fair, reasonable Bristolians are asking themselves about the Edward Colston statue. ",matperrybristol,
10,2020-06-13 23:33:18+00:00,"Brave Bristol biker gang turn up to protect the undamaged Cenotaph long after everyone else has gone home. [Only the statue of Colston was removed nothing else was ever in any danger of being defaced, damaged or attacked.] ",Imranbristol1,
11,2020-06-13 23:30:24+00:00,"A) what monuments? (Colston statue put in the sea after Bristol residents been campaigning for years for it to be taken down, no other evidence of BLM monument threat) B) how did attacking the police legitimately protest anything? Did the police damage some monuments?",lewiskite,
12,2020-06-13 23:21:49+00:00,"A simple question: do you think that the statue of Edward Colston and its plaque did an accurate task of describing Colston’s actions, or might they have been considered, instead, as a deliberate late-Victorian act of ‘air brushing’ history? ",jeremy_millar_1,
13,2020-06-13 23:20:04+00:00,A statue of 17th-century slave trader Edward Colston was pulled out of Bristol Harbour after demostrators dumped it during #BlackLivesMatters protests. The Bristol City Council said it would be taken to a “secure location”,QuickTake,
14,2020-06-13 23:13:13+00:00,Vandals throwing the statue of Edward Colston into the harbour. ,Pax_Britannic,
15,2020-06-13 23:12:31+00:00,"Colston is the one that deserves contempt, not the people who trashed his statue. So there's the answer to your question.",b1gpat,
16,2020-06-13 23:06:10+00:00,"The Colston statue commemorated his charity work, not slavery which is a modern association. And protest is not a democratic procedure. The local gov. should have held a referendum on the issue for long-term residents. Scrawling on Churchill's statue WAS attacking our history.",PatOfLancs,
17,2020-06-13 23:03:20+00:00,May I suggest a Colston statue based on this design with protesters purporting to pull it down? ,Arun_S_Joshi,
18,2020-06-13 22:53:02+00:00,"To people who argue that Edward Colston""s statue should remain because his charity benefited Bristol. Should a Jimmy Saville statue be erected outside children's hospitals?",danwhalley2,
19,2020-06-13 22:52:01+00:00,"By 'legitimate protest' I'm referring to families who joined BLM protests at their local park, or those taking direct action by pulling down Colston's statue. Not those throwing bricks &amp; bikes at police. Have u forgotten the former? The majority? That's what today's idiots want.",fronkoduck,
20,2020-06-13 22:46:11+00:00,"He both sides the Colston statue thing, saying he understands but the 'lawlessness cannot be condoned' - even when we're talking about a slave trader and years and years of trying to take the legal route to get it taken down",ClaudiaBoleyn,
21,2020-06-13 22:45:09+00:00,"125-year-old magazine found hidden inside toppled Colston statue https://www.standard.co.uk/news/uk/edward-colston-magazine-found-hidden-statue-bristol-a4467926.html Will , something good d did coming out from it. Bicu",daomuendorn,
22,2020-06-13 22:44:57+00:00,I agree with David Olusoga. History was being made when Colston's statue was chucked in the water. People spent years trying to get it removed and its removal made people realise why it was an affront to so many. The people moaning about statues don't care about our 'cause'. ,MccarthChase,
23,2020-06-13 22:39:46+00:00,"Would you prefer a statue over people? Supt Andy Bennet acted sensibly, he did an excellent job and avoided a more dangerous rage. No more tributes to people like Colston.",saharaweb,
24,2020-06-13 22:38:03+00:00,"Richard Littlejohn - On the day they watched a mob tear down the statue of Edward Colston in Bristol, without making any arrests, the bold Avon and Somerset Plod raided a home in Frome and fined three people for breaking lockdown.",robittybobnob,
25,2020-06-13 22:31:38+00:00,"People like Colston had a different perspective, his statue was put up by a completely different generation of people who obviously thought he did good for Bristol. Slavery was a popular thing back in those days, wrong but they didn't see it like that. Put him in a museum.",garthLCFC,
26,2020-06-13 22:28:32+00:00,"If the “erasing history” argument was made in good faith, we’d have already had a discussion as to why Colston’s statue erased his role in slavery, why Churchill’s erased his opposition to India’s independence, &amp; why there are prominent statues for some people but not for others.",Ratatosk4,
27,2020-06-13 22:22:43+00:00,Adriano they were born here if you had noticed the guy that cut that guys throat was white. The guys that pulled down Edward Colston statue were white. Most blacks &amp; whites get on in England it’s not like America. There is something sinister going on here in London. ,MartyRathcoole,
28,2020-06-13 22:22:09+00:00,I totally get the protests and back them 100% but defacing Churchill's statue in particular and calling for it to be pulled is too much in my opinion. Colston is a different story.,HamiltonSophieE,
29,2020-06-13 22:21:59+00:00,So what does Edward Colston statue mean to you? Some white Bristolians couldn’t see it. You will never see what it means to a black Bristolian. Only the vanquished see these things. But at least you can understand the facts and results of these acts of glorifying slavery.,RobleWawa,
30,2020-06-13 22:21:28+00:00,Any sign of the police taking action against the vandals who tore down the Colston statue and dumped in Bristol harbour.,RonnieG303,
31,2020-06-13 22:20:59+00:00,Bristol mayor: Colston statue removal was act of 'historical poetry' ,DioramaSky,
32,2020-06-13 22:19:54+00:00,"Good qn. The article I linked to quotes a letter to the Bristol Mercury newspaper in 1894 in which those fundraising for the statue refer to Colston as ""Bristol's greatest philanthropist"" (tho whether that reflects C19th usage or intended as closer to C17th meaning, hard to say).",Rhodri_H_Davies,
33,2020-06-13 22:18:54+00:00,"What a fantastic deflection. Go on then; tell me what the purpose of Colston's statue is, if not to celebrate him - despite his crimes against humanity?",BillInkey,
34,2020-06-13 22:18:07+00:00,"Arguably you can put up a statue as a gesture of remembrance of something horrific - like the Kindertransport memorial. I'd love to see someone argue that Colston's statue is in any way a memorial about how bad child sex trafficking is, though.",BillInkey,
35,2020-06-13 22:08:51+00:00,"So you're saying that the statue of Colston isn't celebrating him and his alleged philanthropy, funded by selling children? Please don't use terms like ""straw men"" when you clearly do not understand what they mean.",BillInkey,
36,2020-06-13 22:06:34+00:00,Colston’s statue was pulled down 6 days ago and Johnson acted fast to protect other statues. Yet he knew about coronavirus at least 2months before he acted to protect the lives of living citizens... Let’s make sure some things aren’t forgotten. ,MaxMajor1,
37,2020-06-13 22:06:27+00:00,Opinium: Do you approve/disapprove of the protesters who pulled down the Colston statue? Approve: 25% Disapprove: 55%,LewisJamesBrown,
38,2020-06-13 22:05:56+00:00,Protesting in the city centre doesn't mean they're about to vandalise any statue. Churchill was targeted because he's a racist. Colston was targeted because he was a brutal slave trader.,NomadicGiraffe,
39,2020-06-13 22:05:03+00:00,"Fighting Stigma : Edward Colston statue: Bristol's Society of Merchant Venturers supports removal: In a letter to parents, Colston's Girls' School, which is part of the Merchant Venturers Education Trust, says a six-week consultation on its name change… http://dlvr.it/RYZmqL",Pairsonnalites,
